id,game,fullDate,team_name,week,winner,duration_min,total_kills,total_assists,total_deaths,total_gold,gold_min,total_damage,damage_min,red_buff,blue_buff,lord_kill,tortoise_kill,tower_destroy,sum_buffs,KDA,assists_taken,gold_w3,gold_w1,damage_w3,damage_w1,id_encode,game_encode,team_name_encode,fullDate_encode
https://ph-mpl.com/data/match/tnc-onic-20220306,game3,2022-03-06 18:00:00,ONIC,3,1,17.42,7,14,0,58044,3332,111488,6401,12,13,3,3,8,25,21.0,0,2902.2,725.55,5574.4,1393.6,57,2,5,19
https://ph-mpl.com/data/match/tnc-onic-20220306,game3,2022-03-06 18:00:00,TNC,3,0,17.42,0,0,7,42634,2447,129350,7426,5,6,0,0,1,11,0.0,28,31975.5,0.0,97012.5,0.0,57,2,7,19
https://ph-mpl.com/data/match/blck-rsg-20220306,game1,2022-03-06 20:00:00,RSG,3,1,13.93,14,28,2,49363,3542,158178,11352,7,12,2,2,8,19,21.0,4,1682.83,385.65,5392.43,1235.77,10,0,6,20
https://ph-mpl.com/data/match/blck-rsg-20220306,game1,2022-03-06 20:00:00,BLCK,3,0,13.93,2,4,14,37284,2675,86748,6225,6,3,0,0,2,9,0.43,8,6990.75,2330.25,16265.25,5421.75,10,0,0,20
https://ph-mpl.com/data/match/blck-rsg-20220306,game2,2022-03-06 20:00:00,RSG,3,0,15.47,4,8,10,42592,2753,168199,10874,9,6,0,1,2,15,1.2,32,5324.0,1183.11,21024.88,4672.19,10,1,6,20
https://ph-mpl.com/data/match/blck-rsg-20220306,game2,2022-03-06 20:00:00,BLCK,3,1,15.47,10,32,4,52132,3370,151881,9819,7,12,2,2,9,19,10.5,20,2057.84,362.03,5995.3,1054.73,10,1,0,20
https://ph-mpl.com/data/match/blck-rsg-20220306,game3,2022-03-06 20:00:00,RSG,3,1,13.9,9,20,6,45320,3260,157500,11330,6,9,2,0,7,15,4.83,14,2124.38,515.0,7382.81,1789.77,10,2,6,20
https://ph-mpl.com/data/match/blck-rsg-20220306,game3,2022-03-06 20:00:00,BLCK,3,0,13.9,6,14,9,39022,2807,114115,8209,8,7,0,3,4,15,2.22,1,2926.65,573.85,8558.62,1678.16,10,2,0,20
https://ph-mpl.com/data/match/bren-omg-20220311,game1,2022-03-11 18:00:00,OMG,4,0,17.23,2,1,12,45652,2649,153297,8895,7,8,0,2,3,15,0.25,28,6847.8,3804.33,22994.55,12774.75,16,0,4,21
https://ph-mpl.com/data/match/bren-omg-20220311,game1,2022-03-11 18:00:00,BREN,4,1,17.23,12,28,2,56127,3256,189667,11005,10,11,2,1,8,21,20.0,48,2104.76,452.64,7112.51,1529.57,16,0,1,21
https://ph-mpl.com/data/match/bren-omg-20220311,game2,2022-03-11 18:00:00,OMG,4,1,15.0,22,48,10,54210,3614,234409,15627,7,12,2,2,9,19,7.0,20,1311.53,260.62,5671.19,1126.97,16,1,4,21
https://ph-mpl.com/data/match/bren-omg-20220311,game2,2022-03-11 18:00:00,BREN,4,0,15.0,10,20,22,43180,2878,162523,10834,6,4,0,1,1,10,1.36,30,2944.09,514.05,11081.11,1934.8,16,1,1,21
https://ph-mpl.com/data/match/bren-omg-20220311,game3,2022-03-11 18:00:00,BREN,4,1,21.93,15,30,14,69443,3166,332824,15174,11,11,3,2,7,22,3.21,24,2367.38,496.02,11346.27,2377.31,16,2,1,21
https://ph-mpl.com/data/match/bren-omg-20220311,game3,2022-03-11 18:00:00,OMG,4,0,21.93,14,24,15,67075,3058,222144,10128,10,13,1,1,5,23,2.53,61,2647.7,644.95,8768.84,2136.0,16,2,4,21
https://ph-mpl.com/data/match/echo-onic-20220311,game1,2022-03-11 20:00:00,ECHO,4,1,28.72,23,61,24,90720,3159,436610,15204,9,13,1,0,7,22,3.5,56,2268.0,365.81,10915.25,1760.52,22,0,2,22
https://ph-mpl.com/data/match/echo-onic-20220311,game1,2022-03-11 20:00:00,ONIC,4,0,28.72,24,56,23,83480,2907,333820,11624,16,18,3,3,9,34,3.48,41,1897.27,336.61,7586.82,1346.05,22,0,5,22
https://ph-mpl.com/data/match/echo-onic-20220311,game2,2022-03-11 20:00:00,ECHO,4,0,21.7,15,41,17,59431,2738,200123,9222,7,8,0,0,3,15,3.29,38,2476.29,362.38,8338.46,1220.26,22,1,2,22
https://ph-mpl.com/data/match/echo-onic-20220311,game2,2022-03-11 20:00:00,ONIC,4,1,21.7,17,38,15,69238,3190,297403,13705,15,17,4,3,9,32,3.67,41,1997.25,384.66,8578.93,1652.24,22,1,5,22
https://ph-mpl.com/data/match/echo-onic-20220311,game3,2022-03-11 20:00:00,ONIC,4,1,17.87,19,41,22,55551,3109,245408,13735,7,10,0,1,6,17,2.73,59,1666.53,330.66,7362.24,1460.76,22,2,5,22
https://ph-mpl.com/data/match/echo-onic-20220311,game3,2022-03-11 20:00:00,ECHO,4,0,17.87,22,59,19,54929,3074,261768,14651,8,8,2,2,8,16,4.26,36,1373.22,217.97,6544.2,1038.76,22,2,2,22
